회사명,상장일,시장구분,DB분류,growth,bizmodel,tech,noprofit,문서
녹십자웰빙,2019-10-14,코스닥,일반,0,0,6,0,20190927000466.xml
아톤,2019-10-17,코스닥,일반,0,0,4,1,20191007000371.xml
라온피플,2019-10-18,코스닥,일반,0,0,1,0,20191008000029.xml
제이콘텐트리,2019-10-18,유가증권,일반,0,0,0,0,
팜스빌,2019-10-22,코스닥,일반,0,0,1,0,20191007000194.xml
엔바이오니아,2019-10-24,코스닥,기술특례,1,1,36,0,20191011000200.xml
케이엔제이,2019-10-25,코스닥,일반,0,0,2,0,20191015000138.xml
한국미라클피플사,2019-10-28,코스닥,(NULL),0,0,0,0,
캐리소프트,2019-10-29,코스닥,기술특례,1,10,15,0,20191017000136.xml
지누스,2019-10-30,유가증권,일반,0,0,4,1,20191018000356.xml
티라유텍,2019-10-31,코스닥,일반,0,0,4,4,20191021000118.xml
미디어젠,2019-11-05,코스닥,기술특례,0,0,12,2,20191002000166.xml
자이에스앤디,2019-11-06,유가증권,일반,0,0,3,1,20191024000168.xml
아이티엠반도체,2019-11-07,코스닥,일반,0,0,4,1,20191029000238.xml
라파스,2019-11-11,코스닥,기술특례(성장성),7,0,52,6,20191030000166.xml
한화시스템,2019-11-13,유가증권,일반,0,0,4,0,20191031000447.xml
제테마,2019-11-14,코스닥,이익미실현,0,0,10,40,20191104000304.xml
에스제이그룹,2019-11-18,코스닥,일반,0,0,5,1,20191105000199.xml
현대에너지솔루션,2019-11-19,유가증권,일반,0,0,3,0,20191106000372.xml
우양,2019-11-20,코스닥,일반,0,0,1,0,20191108000073.xml
코리아에셋투자증권,2019-11-20,코스닥,일반,0,0,3,0,20191107000232.xml
씨에스베어링,2019-11-21,코스닥,일반,0,0,0,0,20191107000127.xml
티움바이오,2019-11-22,코스닥,기술특례,0,0,23,5,20191108000163.xml
센트랄모텍,2019-11-25,유가증권,일반,0,0,1,8,20191112000120.xml
노터스,2019-11-27,코스닥,일반,0,0,2,0,20191113000361.xml
유엑스엔,2019-11-28,코스닥,(NULL),0,0,0,0,
코리아센터,2019-11-29,코스닥,일반,0,0,4,1,20191120000496.xml
진코스텍,2019-11-29,코스닥,(NULL),0,0,0,0,
이도바이오,2019-12-02,코스닥,(NULL),0,0,0,0,
리메드,2019-12-06,코스닥,이익미실현,0,0,9,31,20191119000020.xml
노드메이슨,2019-12-06,코스닥,(NULL),0,0,0,0,
태웅로직스,2019-12-10,코스닥,일반,0,0,4,1,20191125000235.xml
제이엘케이인스펙션,2019-12-11,코스닥,기술특례,1,0,36,0,20191129001530.xml
신테카바이오,2019-12-17,코스닥,기술특례(성장성),8,0,41,7,20191206000577.xml
메드팩토,2019-12-19,코스닥,기술특례,0,0,35,7,20191209000250.xml
브릿지바이오,2019-12-20,코스닥,기술특례(성장성),2,0,40,6,20191211000415.xml
메탈라이프,2019-12-24,코스닥,일반,0,0,1,0,20191211000161.xml
애드바이오텍,2019-12-24,코넥스,(NULL),2,0,41,2,20211228000060.xml
피피아이,2019-12-26,코스닥,일반,0,0,2,0,20191213000083.xml
천랩,2019-12-26,코스닥,기술특례(성장성),2,0,24,0,20191216000251.xml
엔에스엠,2019-12-26,코스닥,(NULL),0,0,0,0,
이앤에치,2019-12-27,코스닥,(NULL),0,0,0,0,
위세아이텍,2020-02-10,코스닥,일반,0,0,4,0,20191230000053.xml
서남,2020-02-20,코스닥,기술특례,0,0,16,0,20200207000125.xml
레몬,2020-02-28,코스닥,기술특례,1,1,44,0,20200218000962.xml
켄코아에어로스페이스,2020-03-03,코스닥,이익미실현,0,0,12,36,20200219001052.xml
제이앤티씨,2020-03-04,코스닥,일반,0,0,1,0,20161115000005.xml
서울바이오시스,2020-03-06,코스닥,기술특례,0,0,21,0,20200225001811.xml
플레이디,2020-03-12,코스닥,일반,0,0,3,0,20200227004284.xml
엔피디,2020-03-16,코스닥,일반,0,0,2,0,20200228005605.xml
단디바이오,2020-04-24,코스닥,(NULL),0,0,0,0,
이노진,2020-04-27,코넥스,(NULL),0,0,3,6,20230208000177.xml
오션스톤,2020-05-07,코스닥,(NULL),0,0,0,0,
드림씨아이에스,2020-05-22,코스닥,일반,0,0,4,1,20200511000334.xml
에스씨엠생명과학,2020-06-17,코스닥,기술특례,2,0,48,0,20200605000211.xml
엘이티,2020-06-22,코스닥,일반,0,0,2,0,20200609000051.xml
무진메디,2020-06-24,코스닥,(NULL),0,0,0,0,
젠큐릭스,2020-06-25,코스닥,기술특례,1,0,66,6,20200612000454.xml
폭스소프트,2020-06-25,코스닥,(NULL),0,0,0,0,
마크로밀엠브레인,2020-07-01,코스닥,일반,0,0,3,1,20200617000383.xml
에스케이바이오팜,2020-07-02,유가증권,일반,0,0,2,2,20200619000482.xml
위더스제약,2020-07-03,코스닥,일반,0,0,6,1,20200623000326.xml
신도기연,2020-07-06,코스닥,일반,0,0,0,0,20200624000471.xml
소마젠,2020-07-13,코스닥,기술특례,1,3,38,4,20200625000494.xml
에이프로,2020-07-16,코스닥,일반,0,0,7,2,20200707000401.xml
티에스아이,2020-07-22,코스닥,일반,0,0,9,33,20200709000289.xml
바이오인프라생명과학,2020-07-22,코스닥,(NULL),0,0,0,0,
솔트룩스,2020-07-23,코스닥,기술특례(성장성),2,0,42,0,20200710000100.xml
제놀루션,2020-07-24,코스닥,기술특례,3,0,33,2,20200713000257.xml
더네이쳐홀딩스,2020-07-27,코스닥,일반,0,0,2,0,20200713000194.xml
엠투아이,2020-07-29,코스닥,일반,0,0,2,0,20200714000287.xml
이엔드디,2020-07-30,코스닥,일반,0,0,0,0,
와이팜,2020-07-31,코스닥,일반,0,0,6,4,20200720000218.xml
이루다,2020-08-06,코스닥,일반,0,0,6,0,20200723000110.xml
한국파마,2020-08-10,코스닥,일반,0,0,4,0,20200728000112.xml
영림원소프트랩,2020-08-12,코스닥,일반,0,0,3,0,20200730000136.xml
브랜드엑스코퍼레이션,2020-08-13,코스닥,일반,0,0,2,1,20200803000190.xml
미투젠,2020-08-18,코스닥,일반,0,0,0,0,
데이드림엔터,2020-08-18,코스닥,(NULL),0,0,0,0,
셀레믹스,2020-08-21,코스닥,기술특례(성장성),4,0,45,14,20200806000375.xml
아이디피,2020-08-24,코스닥,일반,0,0,6,8,20200810000080.xml
피엔케이,2020-09-09,코스닥,일반,0,0,3,0,20200828000134.xml
카카오게임즈,2020-09-10,코스닥,일반,0,0,7,1,20200831000067.xml
이오플로우,2020-09-14,코스닥,기술특례(성장성),9,0,57,12,20200901000087.xml
압타머사이언스,2020-09-16,코스닥,기술특례(성장성),9,0,59,13,20200904000335.xml
핌스,2020-09-18,코스닥,일반,0,0,10,6,20200907000058.xml
비비씨,2020-09-21,코스닥,일반,0,0,1,0,20200907000129.xml
박셀바이오,2020-09-22,코스닥,기술특례,1,0,57,7,20200908000273.xml
비나텍,2020-09-23,코스닥,일반,0,0,1,1,20200910000538.xml
원방테크,2020-09-24,코스닥,일반,0,0,2,0,20200911000117.xml
넥스틴,2020-10-08,코스닥,기술특례,0,0,22,0,20200922000435.xml
빅히트,2020-10-15,유가증권,일반,0,0,2,2,20200928000123.xml
피플바이오,2020-10-19,코스닥,기술특례,0,0,37,6,20200928000113.xml
미코바이오메드,2020-10-22,코스닥,일반,0,0,0,0,
원포유,2020-10-23,코스닥,(NULL),0,0,0,0,
바이브컴퍼니,2020-10-28,코스닥,기술특례(성장성),2,0,42,2,20201015000137.xml
센코,2020-10-29,코스닥,기술특례,2,0,59,0,20201016000287.xml
위드텍,2020-10-30,코스닥,일반,0,0,5,0,20201019000156.xml
소룩스,2020-11-06,코스닥,일반,0,0,4,0,20201028000173.xml
교촌에프앤비,2020-11-12,유가증권,일반,0,0,3,10,20201102000183.xml
네패스아크,2020-11-17,코스닥,일반,0,0,1,0,20201105000192.xml
고바이오랩,2020-11-18,코스닥,기술특례(성장성),11,0,86,15,20201106000216.xml
티앤엘,2020-11-20,코스닥,일반,0,0,7,0,20201111000269.xml
에이플러스에셋,2020-11-20,유가증권,일반,0,0,0,0,20160721000004.xml
하나기술,2020-11-25,코스닥,일반,0,0,5,5,20201112000090.xml
제일전기공업,2020-11-26,코스닥,일반,0,0,2,0,20201113000249.xml
앱코,2020-12-02,코스닥,일반,0,0,2,4,20201120000062.xml
엔에프씨,2020-12-02,코스닥,일반,0,0,3,1,20201119000087.xml
포인트모바일,2020-12-03,코스닥,일반,0,0,3,5,20201119000146.xml
클리노믹스,2020-12-04,코스닥,기술특례(성장성),7,0,70,16,20201120000295.xml
명신산업,2020-12-07,유가증권,일반,0,0,2,1,20201126000371.xml
퀀타매트릭스,2020-12-09,코스닥,기술특례,3,0,37,9,20201130000085.xml
엔젠바이오,2020-12-10,코스닥,기술특례,1,0,44,2,20201127000054.xml
인바이오,2020-12-11,코스닥,일반,0,0,0,0,20201130000526.xml
씨엔티드림,2020-12-11,코스닥,(NULL),0,0,0,0,
티엘비,2020-12-14,코스닥,일반,0,0,10,3,20201202000307.xml
에프앤가이드,2020-12-17,코스닥,일반,0,0,0,0,20180910000228.xml
알체라,2020-12-21,코스닥,기술특례(성장성),10,0,60,6,20201208000234.xml
프리시젼바이오,2020-12-22,코스닥,기술특례,1,0,63,2,20201210000090.xml
석경에이티,2020-12-23,코스닥,기술특례,2,0,66,0,20201214000394.xml
지놈앤컴퍼니,2020-12-23,코스닥,기술특례,2,0,64,0,20201210000485.xml
루트락,2020-12-24,코스닥,(NULL),0,0,0,0,
에이스캠퍼,2020-12-29,코스닥,(NULL),0,0,0,0,
나우코스,2020-12-30,코스닥,(NULL),0,0,0,0,
엔비티,2021-01-21,코스닥,기술특례,0,12,1,0,20201231000135.xml
선진뷰티사이언스,2021-01-27,코스닥,일반,0,0,2,1,20201221000185.xml
모비릭스,2021-01-28,코스닥,일반,0,0,6,0,20201231000382.xml
씨앤투스성진,2021-01-28,코스닥,이익미실현,0,0,3,23,20210115000208.xml
핑거,2021-01-29,코스닥,일반,0,0,1,1,20210119000043.xml
솔루엠,2021-02-02,유가증권,일반,0,0,1,0,20210120000141.xml
레인보우로보틱스,2021-02-03,코스닥,기술특례(성장성),4,0,52,14,20210121000421.xml
와이더플래닛,2021-02-03,코스닥,기술특례,1,5,13,0,20201231000458.xml
아이퀘스트,2021-02-05,코스닥,일반,0,0,7,0,20210125000479.xml
피비파마,2021-02-05,유가증권,일반,0,0,0,0,
피엔에이치테크,2021-02-16,코스닥,기술특례,1,0,53,0,20210202000324.xml
오로스테크놀로지,2021-02-24,코스닥,일반,0,0,14,5,20210210001143.xml
씨이랩,2021-02-24,코스닥,기술특례,1,0,36,1,20210210000271.xml
유일에너테크,2021-02-25,코스닥,일반,0,0,11,1,20210209000384.xml
뷰노,2021-02-26,코스닥,기술특례,7,0,44,2,20210215001088.xml
나노씨엠에스,2021-03-09,코스닥,기술특례,1,0,22,2,20210224003230.xml
프레스티지바이오로직스,2021-03-11,코스닥,기술특례(성장성),37,0,40,11,20210226006050.xml
싸이버원,2021-03-11,코스닥,일반,0,0,11,7,20210226004083.xml
네오이뮨텍,2021-03-16,코스닥,기술특례,1,0,67,3,20210226005897.xml
바이오다인,2021-03-17,코스닥,이익미실현,0,0,22,41,20210304000650.xml
SK바이오사이언스,2021-03-18,유가증권,일반,0,0,4,2,20210308000396.xml
라이프시맨틱스,2021-03-23,코스닥,기술특례,1,5,57,0,20210310000586.xml
자이언트스텝,2021-03-24,코스닥,기술특례,1,0,30,0,20210312000380.xml
제노코,2021-03-24,코스닥,기술특례,1,0,30,0,20210312000041.xml
엔시스,2021-04-01,코스닥,일반,0,0,11,0,20210319000712.xml
해성티피씨,2021-04-21,코스닥,기술특례,3,0,66,0,20210409000524.xml
이삭엔지니어링,2021-04-21,코스닥,일반,0,0,8,1,20210409000112.xml
쿠콘,2021-04-28,코스닥,일반,0,0,5,0,20210416000329.xml
SK아이이테크놀로지,2021-05-11,유가증권,일반,0,0,4,1,20210426000427.xml
에이치피오,2021-05-14,코스닥,일반,0,0,1,5,20210430001181.xml
씨앤씨인터내셔널,2021-05-17,코스닥,일반,0,0,5,7,20210504000463.xml
샘씨엔에스,2021-05-20,코스닥,기술특례,1,0,46,0,20210507000569.xml
삼영에스앤씨,2021-05-21,코스닥,기술특례(성장성),23,0,48,11,20210510000418.xml
제주맥주,2021-05-26,코스닥,이익미실현,3,0,9,36,20210512000262.xml
진시스템,2021-05-26,코스닥,기술특례(성장성),4,0,50,20,20210512000082.xml
에이디엠코리아,2021-06-03,코스닥,일반,0,0,6,0,20210521000165.xml
이성씨엔아이,2021-06-04,코스닥,(NULL),0,0,0,0,
엘비루셈,2021-06-11,코스닥,일반,0,0,2,0,20210601000011.xml
라온테크,2021-06-17,코스닥,일반,0,0,0,0,
이노뎁,2021-06-18,코스닥,일반,0,0,7,1,20210608000089.xml
타임기술,2021-06-24,코스닥,(NULL),0,0,0,0,
아모센스,2021-06-25,코스닥,기술특례,2,0,82,3,20210614000253.xml
엠씨넥스,2021-07-06,유가증권,일반,0,0,0,0,
오비고,2021-07-13,코스닥,기술특례,1,0,39,7,20210630000320.xml
에스디바이오센서,2021-07-16,유가증권,일반,0,0,2,2,20210707000339.xml
큐라클,2021-07-22,코스닥,기술특례,1,0,59,3,20210712000095.xml
맥스트,2021-07-27,코스닥,기술특례,2,0,51,0,20210715000154.xml
에브리봇,2021-07-28,코스닥,일반,0,0,5,7,20210716000185.xml
카카오뱅크,2021-08-06,유가증권,일반,0,0,4,1,20210722000374.xml
HK이노엔,2021-08-09,코스닥,일반,0,0,5,2,20210728000296.xml
PI첨단소재,2021-08-09,유가증권,일반,0,0,0,0,
크래프톤,2021-08-10,유가증권,일반,0,0,8,2,20210729000438.xml
원티드랩,2021-08-11,코스닥,기술특례(성장성),13,4,38,2,20210730000185.xml
플래티어,2021-08-12,코스닥,일반,0,0,9,8,20210803000230.xml
엠로,2021-08-13,코스닥,일반,0,0,4,1,20210803000205.xml
딥노이드,2021-08-17,코스닥,기술특례,1,0,69,0,20210804000114.xml
한컴라이프케어,2021-08-17,유가증권,일반,0,0,2,1,20210803000135.xml
브레인즈컴퍼니,2021-08-19,코스닥,일반,0,0,10,6,20210806000102.xml
롯데렌탈,2021-08-19,유가증권,일반,0,0,2,1,20210806000307.xml
아주스틸,2021-08-20,유가증권,일반,0,0,2,1,20210805000207.xml
바이젠셀,2021-08-25,코스닥,기술특례,2,0,50,2,20210811000036.xml
일진하이솔루스,2021-09-01,유가증권,일반,4,0,6,5,20210823000386.xml
에이비온,2021-09-08,코스닥,기술특례,2,0,62,2,20210827000135.xml
와이엠텍,2021-09-10,코스닥,일반,0,0,5,1,20210830000426.xml
현대중공업,2021-09-17,유가증권,일반,0,0,4,2,20210906000286.xml
바이오플러스,2021-09-27,코스닥,일반,0,0,13,6,20210910000471.xml
프롬바이오,2021-09-28,코스닥,이익미실현,0,0,6,21,20210913000115.xml
실리콘투,2021-09-29,코스닥,일반,0,0,7,0,20210913000268.xml
에스앤디,2021-09-29,코스닥,일반,0,0,5,1,20210910000093.xml
아스플로,2021-10-07,코스닥,일반,0,0,8,3,20210924000358.xml
원준,2021-10-07,코스닥,일반,0,0,5,9,20210917000582.xml
씨유테크,2021-10-08,코스닥,일반,0,0,8,6,20210927000346.xml
케이카,2021-10-13,유가증권,일반,0,0,4,2,20210929000590.xml
토마토시스템,2021-10-14,코넥스,(NULL),0,0,11,1,20230414000094.xml
지아이텍,2021-10-21,코스닥,일반,0,0,6,3,20211008000327.xml
차백신연구소,2021-10-22,코스닥,기술특례,1,0,38,3,20211008000552.xml
젬,2021-10-22,코스닥,(NULL),0,0,0,0,
아이패밀리에스씨,2021-10-28,코스닥,일반,0,0,4,1,20211015000435.xml
리파인,2021-10-29,코스닥,일반,0,0,7,6,20211020000011.xml
지앤비에스엔지니어링,2021-10-29,코스닥,일반,0,0,6,1,20211018000274.xml
엔켐,2021-11-01,코스닥,일반,1,0,5,6,20211021000109.xml
피코그램,2021-11-03,코스닥,일반,0,0,6,1,20211021000149.xml
카카오페이,2021-11-03,유가증권,일반,0,0,4,2,20211022000418.xml
지니너스,2021-11-08,코스닥,기술특례,1,0,67,3,20211026000313.xml
비트나인,2021-11-10,코스닥,기술특례,2,0,52,0,20211028000373.xml
디어유,2021-11-10,코스닥,이익미실현,0,0,4,21,20211028000417.xml
지오엘리먼트,2021-11-11,코스닥,기술특례,1,0,25,6,20211101000046.xml
아이티아이즈,2021-11-11,코스닥,일반,0,0,12,1,20211028000362.xml
트윔,2021-11-17,코스닥,일반,0,0,4,1,20211105000456.xml
바이옵트로,2021-11-18,코스닥,일반,0,0,4,0,20211108000075.xml
알비더블유,2021-11-22,코스닥,일반,0,0,4,1,20211110000371.xml
마인즈랩,2021-11-23,코스닥,기술특례,1,0,25,6,20211110000210.xml
켈스,2021-11-30,코스닥,(NULL),0,0,0,0,
툴젠,2021-12-10,코스닥,기술특례,2,0,57,15,20211130000664.xml
제이엠멀티,2021-12-13,코스닥,(NULL),0,0,0,0,
예스피치,2021-12-14,코스닥,(NULL),0,0,0,0,
케이티비네트워크,2021-12-16,코스닥,일반,0,0,2,0,20150129000016.xml
래몽래인,2021-12-30,코스닥,일반,0,0,0,0,
오토앤,2022-01-20,코스닥,일반,0,0,5,1,20211228000097.xml
코스텍시스템,2022-01-21,코스닥,(NULL),0,0,0,0,
케이옥션,2022-01-24,코스닥,이익미실현,0,0,2,23,20220111000198.xml
애드바이오텍,2022-01-24,코스닥,기술특례,2,0,41,2,20211228000060.xml
LG에너지솔루션,2022-01-27,유가증권,일반,0,0,4,1,20211229000030.xml
스코넥,2022-02-04,코스닥,기술특례,2,0,63,6,20220118000130.xml
이지트로닉스,2022-02-04,코스닥,기술특례,1,0,40,6,20220118000224.xml
아셈스,2022-02-07,코스닥,일반,0,0,2,0,20220120000164.xml
나래나노텍,2022-02-08,코스닥,일반,0,0,4,1,20220120000220.xml
인카금융서비스,2022-02-16,코스닥,일반,0,0,9,4,20220127000237.xml
바이오에프디엔씨,2022-02-21,코스닥,기술특례,1,0,50,0,20220127000145.xml
퓨런티어,2022-02-23,코스닥,기술특례,1,0,42,6,20220210000528.xml
브이씨,2022-02-24,코스닥,일반,0,0,2,0,20220214000382.xml
스톤브릿지벤처스,2022-02-25,코스닥,일반,0,0,5,1,20220214000805.xml
풍원정밀,2022-02-28,코스닥,기술특례,1,0,48,6,20220215000842.xml
비씨엔씨,2022-03-03,코스닥,일반,0,0,4,6,20220218001412.xml
노을,2022-03-03,코스닥,기술특례,2,0,42,3,20220218001132.xml
모아데이타,2022-03-10,코스닥,기술특례,1,0,38,0,20220224002248.xml
유일로보틱스,2022-03-18,코스닥,일반,0,0,4,1,20220302000413.xml
공구우먼,2022-03-23,코스닥,일반,0,0,4,1,20220314000049.xml
세아메카닉스,2022-03-24,코스닥,일반,0,0,10,1,20220314001100.xml
지투파워,2022-04-01,코스닥,일반,0,0,6,1,20220321000689.xml
포바이포,2022-04-28,코스닥,일반,0,0,4,1,20220418000201.xml
대명에너지,2022-05-16,코스닥,일반,0,0,5,0,20220502000651.xml
가온칩스,2022-05-20,코스닥,일반,0,0,6,2,20220506000115.xml
청담글로벌,2022-06-03,코스닥,일반,0,0,7,2,20220520000377.xml
코나솔,2022-06-15,코스닥,(NULL),0,0,0,0,
범한퓨얼셀,2022-06-17,코스닥,일반,6,0,13,12,20220607000135.xml
비플라이소프트,2022-06-20,코스닥,기술특례,1,0,56,4,20220608000028.xml
위니아에이드,2022-06-23,코스닥,일반,0,0,3,7,20220613000181.xml
보로노이,2022-06-24,코스닥,기술특례,1,0,60,2,20220613000198.xml
레이저쎌,2022-06-24,코스닥,기술특례,1,0,72,0,20220613000058.xml
넥스트칩,2022-07-01,코스닥,기술특례,1,0,45,4,20220620000304.xml
코난테크놀로지,2022-07-07,코스닥,기술특례,1,0,61,0,20220624000086.xml
영창케미칼,2022-07-14,코스닥,기술특례,1,0,55,1,20220701000396.xml
HPSP,2022-07-15,코스닥,일반,0,0,4,6,20220705000014.xml
바스칸바이오제약,2022-07-20,코스닥,(NULL),0,0,0,0,
루닛,2022-07-21,코스닥,기술특례,1,0,74,8,20220711000252.xml
퓨쳐메디신,2022-07-27,코스닥,(NULL),0,0,0,0,
성일하이텍,2022-07-28,코스닥,이익미실현,9,0,13,45,20220714000072.xml
에이프릴바이오,2022-07-28,코스닥,기술특례,1,0,37,7,20220718000101.xml
아이씨에이치,2022-07-29,코스닥,기술특례,0,0,56,1,20220718000094.xml
수산인더스트리,2022-08-01,유가증권,일반,0,0,4,2,20220719000327.xml
새빗켐,2022-08-04,코스닥,일반,0,0,3,0,20220726000371.xml
에이치와이티씨,2022-08-09,코스닥,일반,0,0,6,4,20220726000137.xml
대성하이텍,2022-08-22,코스닥,일반,0,0,10,7,20220808000053.xml
쏘카,2022-08-22,유가증권,일반,0,0,4,3,20220809000316.xml
오픈엣지테크놀로지,2022-09-26,코스닥,기술특례,0,0,16,45,20220914000097.xml
티엘엔지니어링,2022-09-27,코스닥,(NULL),0,0,0,0,
알피바이오,2022-09-29,코스닥,일반,0,0,3,0,20220919000288.xml
더블유씨피,2022-09-30,코스닥,이익미실현,3,0,16,51,20220919000102.xml
선바이오,2022-10-05,코스닥,기술특례(성장성),8,0,56,14,20220921000250.xml
이노룰스,2022-10-07,코스닥,일반,0,0,4,6,20220926000127.xml
모델솔루션,2022-10-07,코스닥,일반,0,0,5,2,20220923000080.xml
오에스피,2022-10-14,코스닥,일반,0,0,5,6,20220930000631.xml
에스비비테크,2022-10-17,코스닥,기술특례,1,0,80,1,20221004000080.xml
탑머티리얼,2022-10-18,코스닥,일반,0,0,3,1,20220930000453.xml
샤페론,2022-10-19,코스닥,기술특례,1,0,45,11,20221005000184.xml
핀텔,2022-10-20,코스닥,기술특례,1,0,53,8,20221007000279.xml
플라즈맵,2022-10-21,코스닥,기술특례,1,0,42,3,20221011000099.xml
탈로스,2022-10-24,코스닥,(NULL),0,0,0,0,
산돌,2022-10-27,코스닥,일반,0,0,3,1,20221017000197.xml
저스템,2022-10-28,코스닥,일반,0,0,4,1,20221018000027.xml
큐알티,2022-11-02,코스닥,일반,0,0,72,1,20221021000286.xml
LX세미콘,2022-11-03,유가증권,일반,0,0,0,0,
뉴로메카,2022-11-04,코스닥,기술특례,1,0,53,2,20221025000177.xml
제이아이테크,2022-11-04,코스닥,일반,0,0,6,1,20221025000142.xml
디티앤씨알오,2022-11-11,코스닥,일반,0,0,40,6,20221101000235.xml
윤성에프앤씨,2022-11-14,코스닥,이익미실현,0,0,10,46,20221031000463.xml
티쓰리,2022-11-17,코스닥,일반,0,0,9,1,20221104000070.xml
티에프이,2022-11-17,코스닥,일반,0,0,12,6,20221107000125.xml
엔젯,2022-11-18,코스닥,기술특례,1,0,62,8,20221108000082.xml
유비온,2022-11-18,코스닥,일반,0,0,6,1,20221107000222.xml
인벤티지랩,2022-11-22,코스닥,기술특례,1,0,43,2,20221110000286.xml
펨트론,2022-11-24,코스닥,일반,0,0,6,0,20221111000255.xml
에이아이더뉴트리진,2022-11-29,코스닥,(NULL),0,0,0,0,
아하,2022-11-30,코스닥,(NULL),0,0,0,0,
SAMG엔터,2022-12-06,코스닥,기술특례,1,1,43,11,20221122000127.xml
애니메디솔루션,2022-12-21,코스닥,(NULL),0,0,0,0,
마이크로엔엑스,2022-12-21,코스닥,(NULL),0,0,0,0,
바이오노트,2022-12-22,유가증권,일반,0,0,7,1,20221212000271.xml
지에프씨생명과학,2022-12-23,코넥스,(NULL),1,0,26,5,20250618000259.xml
카이바이오텍,2022-12-23,코스닥,(NULL),0,0,0,0,
타이드,2022-12-28,코스닥,(NULL),0,0,0,0,
아이오바이오,2022-12-28,코스닥,(NULL),0,0,0,0,
한주라이트메탈,2023-01-19,코스닥,일반,0,0,7,4,20230109000230.xml
티이엠씨,2023-01-19,코스닥,기술특례,1,0,68,2,20230109000348.xml
태양3C,2023-01-26,코스닥,(NULL),0,0,0,0,
지슨,2023-01-26,코넥스,(NULL),0,0,1,1,20230504000413.xml
미래반도체,2023-01-27,코스닥,일반,0,0,4,1,20230113000110.xml
오브젠,2023-01-30,코스닥,기술특례,1,0,63,0,20230113000334.xml
삼기이브이,2023-02-03,코스닥,일반,0,0,8,2,20230120000352.xml
스튜디오미르,2023-02-07,코스닥,일반,0,0,8,3,20230119000289.xml
꿈비,2023-02-09,코스닥,일반,0,0,13,6,20230130000212.xml
샌즈랩,2023-02-15,코스닥,기술특례,1,0,59,6,20230203000241.xml
제이오,2023-02-16,코스닥,기술특례,1,0,38,0,20221102000003.xml
이노진,2023-02-20,코스닥,일반,0,0,3,6,20230208000177.xml
바이오인프라,2023-03-02,코스닥,일반,0,0,18,5,20221117000023.xml
나노팀,2023-03-03,코스닥,일반,0,0,7,1,20230217001010.xml
자람테크놀로지,2023-03-07,코스닥,기술특례,1,0,45,6,20221130000024.xml
금양그린파워,2023-03-13,코스닥,일반,0,0,9,0,20230228000624.xml
LB인베스트먼트,2023-03-29,코스닥,일반,0,0,10,6,20230316001492.xml
지아이이노베이션,2023-03-30,코스닥,기술특례,1,0,62,8,20230320000177.xml
SK오션플랜트,2023-04-19,유가증권,일반,0,0,0,0,20180612000087.xml
노보믹스,2023-04-19,코스닥,(NULL),0,0,0,0,
마이크로투나노,2023-04-26,코스닥,기술특례,1,0,39,1,20230413001219.xml
토마토시스템,2023-04-27,코스닥,일반,0,0,11,1,20230414000094.xml
에스바이오메딕스,2023-05-04,코스닥,기술특례,1,0,49,8,20230420000520.xml
삼미금속,2023-05-16,코넥스,(NULL),0,0,0,0,20251029000128.xml
트루엔,2023-05-17,코스닥,일반,0,0,8,1,20230503000321.xml
큐라켐,2023-05-18,코스닥,(NULL),0,0,0,0,
씨유박스,2023-05-19,코스닥,기술특례,1,0,48,5,20230508000285.xml
모니터랩,2023-05-19,코스닥,기술특례,1,0,47,6,20230508000474.xml
기가비스,2023-05-24,코스닥,일반,0,0,4,0,20230512000029.xml
진영,2023-06-01,코스닥,일반,0,0,7,8,20230519000265.xml
나라셀라,2023-06-02,코스닥,일반,1,0,12,4,20230519000346.xml
마녀공장,2023-06-08,코스닥,일반,0,0,3,1,20230524000327.xml
큐라티스,2023-06-15,코스닥,기술특례,1,0,64,8,20230602000193.xml
프로테옴텍,2023-06-16,코스닥,기술특례,1,0,51,7,20230605000257.xml
비에이치,2023-06-20,유가증권,일반,0,0,0,0,
가이아코퍼레이션,2023-06-20,코스닥,(NULL),0,0,0,0,
시큐센,2023-06-29,코스닥,기술특례,0,0,14,1,20230619000136.xml
알멕,2023-06-30,코스닥,이익미실현,15,0,18,50,20230616000539.xml
오픈놀,2023-06-30,코스닥,기술특례,1,1,36,8,20230620000341.xml
이브이파킹서비스,2023-07-05,코스닥,(NULL),0,0,0,0,
이노시뮬레이션,2023-07-06,코스닥,기술특례,1,0,56,8,20230626000075.xml
필에너지,2023-07-14,코스닥,일반,0,0,4,7,20230704000143.xml
센서뷰,2023-07-19,코스닥,기술특례,0,0,54,0,20230706000212.xml
아이엠지티,2023-07-19,코스닥,(NULL),0,0,0,0,
와이랩,2023-07-20,코스닥,기술특례(성장성),14,2,80,7,20230706000316.xml
뷰티스킨,2023-07-24,코스닥,일반,0,0,12,1,20230712000262.xml
버넥트,2023-07-26,코스닥,기술특례,1,0,87,1,20230714000346.xml
길교이앤씨,2023-07-26,코스닥,(NULL),0,0,0,0,
에이엘티,2023-07-27,코스닥,일반,0,0,9,2,20230714000229.xml
파로스아이바이오,2023-07-27,코스닥,기술특례,1,0,36,9,20230713000056.xml
에피바이오텍,2023-07-31,코스닥,(NULL),0,0,0,0,
시지트로닉스,2023-08-03,코스닥,기술특례,1,0,43,2,20230721000288.xml
