회사명,상장일,시장구분,DB분류,growth,bizmodel,tech,noprofit,문서
엠아이큐브솔루션,2023-08-04,코스닥,일반,0,0,5,1,20230725000131.xml
파두,2023-08-07,코스닥,기술특례,7,0,47,12,20230726000460.xml
NICE평가정보,2023-08-08,유가증권,일반,0,0,0,0,
큐리옥스바이오시스템즈,2023-08-10,코스닥,기술특례,1,0,49,6,20230731000304.xml
코츠테크놀로지,2023-08-10,코스닥,일반,0,0,3,1,20230731000180.xml
빅텐츠,2023-08-17,코스닥,일반,0,0,0,0,
넥스틸,2023-08-21,유가증권,일반,0,0,4,1,20230807000236.xml
스마트레이더시스템,2023-08-22,코스닥,기술특례,1,0,87,1,20230809000643.xml
시큐레터,2023-08-24,코스닥,기술특례,1,0,49,1,20230811001361.xml
한국피아이엠,2023-08-30,코넥스,(NULL),0,0,6,22,20250324000410.xml
인스웨이브시스템즈,2023-09-25,코스닥,일반,0,0,9,5,20230913000348.xml
밀리의서재,2023-09-27,코스닥,기술특례,4,0,12,33,20221104000043.xml
한싹,2023-10-04,코스닥,일반,0,0,11,0,20230918000119.xml
두산로보틱스,2023-10-05,유가증권,일반,0,0,4,1,20230919000270.xml
레뷰코퍼레이션,2023-10-06,코스닥,일반,0,0,20,0,20230918000165.xml
아이엠티,2023-10-10,코스닥,기술특례,1,0,44,2,20230914000343.xml
바이오텐,2023-10-13,코스닥,(NULL),0,0,0,0,
퓨릿,2023-10-18,코스닥,일반,0,0,23,9,20231004000221.xml
신성에스티,2023-10-19,코스닥,일반,0,0,6,7,20231006000225.xml
에스엘에스바이오,2023-10-20,코스닥,기술특례(성장성),2,0,15,4,20230926000456.xml
워트,2023-10-26,코스닥,일반,0,0,12,6,20231013000584.xml
미쥬,2023-10-26,코스닥,(NULL),0,0,0,0,
퀄리타스반도체,2023-10-27,코스닥,기술특례,1,0,58,0,20231017000137.xml
유진테크놀로지,2023-11-02,코스닥,일반,0,0,7,3,20231019000214.xml
유투바이오,2023-11-02,코스닥,일반,0,0,8,2,20231020000560.xml
쏘닉스,2023-11-07,코스닥,기술특례,1,0,40,5,20231025000089.xml
큐로셀,2023-11-09,코스닥,기술특례,1,0,51,8,20231031000021.xml
비아이매트릭스,2023-11-09,코스닥,일반,0,0,9,6,20231027000529.xml
메가터치,2023-11-09,코스닥,일반,0,0,8,6,20231030000179.xml
컨텍,2023-11-09,코스닥,기술특례,1,0,54,2,20231030000349.xml
에스와이스틸텍,2023-11-13,코스닥,일반,0,0,4,5,20231031000078.xml
에이직랜드,2023-11-13,코스닥,일반,0,0,26,15,20231031000250.xml
캡스톤파트너스,2023-11-15,코스닥,일반,0,0,8,5,20231103000320.xml
프로젠,2023-11-15,코스닥,(NULL),0,0,0,0,
에코프로머티,2023-11-17,유가증권,일반,1,0,5,2,20231107000258.xml
스톰테크,2023-11-20,코스닥,일반,0,0,4,1,20231108000514.xml
에코아이,2023-11-21,코스닥,일반,0,0,10,0,20231109000220.xml
동인기연,2023-11-21,유가증권,일반,0,0,4,1,20231108000362.xml
그린리소스,2023-11-24,코스닥,기술특례,9,0,43,13,20231110000304.xml
한선엔지니어링,2023-11-24,코스닥,일반,0,0,4,1,20231110000107.xml
에이에스텍,2023-11-28,코스닥,일반,0,0,4,6,20231115000158.xml
에이텀,2023-12-01,코스닥,기술특례,1,0,70,2,20231117000118.xml
와이바이오로직스,2023-12-05,코스닥,기술특례,1,0,63,7,20231121000052.xml
케이엔에스,2023-12-06,코스닥,일반,0,0,12,5,20231124000356.xml
LS머트리얼즈,2023-12-12,코스닥,일반,0,0,4,2,20231130001615.xml
블루엠텍,2023-12-13,코스닥,이익미실현,2,0,14,32,20231130001753.xml
DS단석,2023-12-22,유가증권,일반,0,0,4,1,20231213000426.xml
포스코DX,2024-01-02,유가증권,일반,0,0,0,0,
세븐브로이맥주,2024-01-17,코스닥,(NULL),0,0,0,0,
우진엔텍,2024-01-24,코스닥,일반,0,0,35,5,20240115000090.xml
HB인베스트먼트,2024-01-25,코스닥,일반,0,0,8,5,20240115000361.xml
현대힘스,2024-01-26,코스닥,일반,0,0,9,7,20240116000207.xml
포스뱅크,2024-01-29,코스닥,일반,0,0,12,6,20231221000492.xml
엘앤에프,2024-01-29,유가증권,일반,0,0,39,0,20151211000032.xml
이닉스,2024-02-01,코스닥,일반,0,0,21,15,20240119000141.xml
스튜디오삼익,2024-02-06,코스닥,일반,0,0,10,0,20240124000154.xml
케이웨더,2024-02-22,코스닥,기술특례,9,1,53,11,20240208000060.xml
코셈,2024-02-23,코스닥,기술특례,1,0,69,4,20240206000494.xml
이에이트,2024-02-23,코스닥,기술특례,1,0,90,15,20240206000481.xml
에이피알,2024-02-27,유가증권,일반,0,0,4,2,20240213000795.xml
케이엔알시스템,2024-03-07,코스닥,기술특례,1,0,55,8,20240223002199.xml
오상헬스케어,2024-03-13,코스닥,일반,0,0,3,0,20240229002405.xml
삼현,2024-03-21,코스닥,기술특례,1,0,54,0,20240311000483.xml
엔젤로보틱스,2024-03-26,코스닥,기술특례,7,0,40,8,20240313000654.xml
아이엠비디엑스,2024-04-03,코스닥,기술특례,1,0,67,4,20240322000977.xml
제일엠앤에스,2024-04-30,코스닥,이익미실현,12,0,34,32,20240416000408.xml
디앤디파마텍,2024-05-02,코스닥,기술특례,3,0,81,8,20240419000511.xml
민테크,2024-05-03,코스닥,기술특례,1,0,44,7,20240422000038.xml
코칩,2024-05-07,코스닥,일반,0,0,10,1,20240423000282.xml
HD현대마린솔루션,2024-05-08,유가증권,일반,0,0,4,1,20240424000222.xml
아이씨티케이,2024-05-17,코스닥,기술특례,7,0,55,22,20240503000450.xml
노브랜드,2024-05-23,코스닥,일반,0,0,5,15,20240510000093.xml
그리드위즈,2024-06-14,코스닥,일반,0,0,16,15,20240531001598.xml
라메디텍,2024-06-17,코스닥,기술특례,6,0,41,14,20240603000261.xml
씨어스테크놀로지,2024-06-19,코스닥,기술특례,1,0,52,5,20240604000195.xml
파라다이스,2024-06-24,유가증권,일반,0,0,0,0,20170124000002.xml
한중엔시에스,2024-06-24,코스닥,기술특례,0,0,39,2,20240607000186.xml
에스오에스랩,2024-06-25,코스닥,기술특례,1,0,47,0,20240612000352.xml
하이젠알앤엠,2024-06-27,코스닥,일반,0,0,16,0,20240617000114.xml
에이치브이엠,2024-06-28,코스닥,기술특례,1,0,52,24,20240618000228.xml
팡스카이,2024-06-28,코스닥,(NULL),0,0,0,0,
이노스페이스,2024-07-02,코스닥,기술특례,0,0,69,7,20240619000257.xml
하스,2024-07-03,코스닥,기술특례,1,0,73,20,20240621000070.xml
시프트업,2024-07-11,유가증권,일반,0,0,2,1,20240701000547.xml
엑셀세라퓨틱스,2024-07-15,코스닥,기술특례,1,0,46,6,20240702000349.xml
산일전기,2024-07-29,유가증권,일반,0,0,4,1,20240717000412.xml
피앤에스미캐닉스,2024-07-31,코스닥,기술특례,1,0,61,2,20240719000267.xml
아이빔테크놀로지,2024-08-06,코스닥,기술특례,0,0,65,8,20240723000182.xml
뱅크웨어글로벌,2024-08-12,코스닥,기술특례,0,0,65,4,20240731000220.xml
유라클,2024-08-16,코스닥,일반,0,0,4,2,20240805000137.xml
전진건설로봇,2024-08-19,유가증권,일반,0,0,6,1,20240807000292.xml
넥스트바이오메디컬,2024-08-20,코스닥,기술특례,1,0,65,0,20240806000202.xml
케이쓰리아이,2024-08-20,코스닥,기술특례,10,0,55,1,20240807000169.xml
티디에스팜,2024-08-21,코스닥,일반,0,0,8,0,20240808000214.xml
M83,2024-08-22,코스닥,일반,0,0,4,5,20240814002733.xml
이엔셀,2024-08-23,코스닥,기술특례,1,0,68,13,20240809000250.xml
아이스크림미디어,2024-08-30,코스닥,일반,0,0,5,5,20240820000056.xml
아이언디바이스,2024-09-23,코스닥,기술특례,6,0,47,9,20240906000325.xml
제닉스,2024-09-30,코스닥,일반,0,0,2,5,20240913000394.xml
셀비온,2024-10-16,코스닥,기술특례,2,0,69,9,20241004000369.xml
와이제이링크,2024-10-18,코스닥,일반,0,0,4,0,20241007000470.xml
인스피언,2024-10-18,코스닥,일반,0,0,1,0,20241002000239.xml
루미르,2024-10-21,코스닥,기술특례,0,0,61,22,20241008000450.xml
한켐,2024-10-22,코스닥,일반,0,0,4,6,20241002000206.xml
씨메스,2024-10-24,코스닥,기술특례,0,0,45,10,20241014000124.xml
웨이비스,2024-10-25,코스닥,기술특례,2,0,49,7,20241016000086.xml
에이치엔에스하이텍,2024-10-25,코스닥,일반,0,0,9,2,20241011000544.xml
클로봇,2024-10-28,코스닥,기술특례,0,0,87,4,20241015000376.xml
타조엔터테인먼트,2024-10-30,코스닥,(NULL),0,0,0,0,
성우,2024-10-31,코스닥,일반,0,0,8,0,20241018000195.xml
탑런토탈솔루션,2024-11-01,코스닥,일반,0,0,0,0,20241022000215.xml
에이럭스,2024-11-01,코스닥,일반,0,0,4,0,20241021000241.xml
에이치이엠파마,2024-11-05,코스닥,기술특례,2,0,63,3,20241022000107.xml
더본코리아,2024-11-06,유가증권,일반,0,0,1,1,20241025000269.xml
토모큐브,2024-11-07,코스닥,기술특례,1,0,64,8,20241025000263.xml
에어레인,2024-11-08,코스닥,기술특례,0,0,46,11,20241023000153.xml
노머스,2024-11-12,코스닥,이익미실현,3,0,6,42,20241101000250.xml
닷밀,2024-11-13,코스닥,일반,0,0,11,17,20241101000293.xml
쓰리빌리언,2024-11-14,코스닥,기술특례,1,0,47,1,20241101000142.xml
엠오티,2024-11-18,코스닥,일반,0,0,10,0,20241106000088.xml
에스켐,2024-11-18,코스닥,이익미실현,1,0,7,15,20241106000011.xml
사이냅소프트,2024-11-19,코스닥,일반,0,0,3,1,20241106000153.xml
위츠,2024-11-20,코스닥,일반,0,0,4,5,20241105000121.xml
에이엠시지,2024-12-13,코스닥,(NULL),0,0,0,0,
벡트,2024-12-16,코스닥,일반,0,0,5,5,20241203000040.xml
엠앤씨솔루션,2024-12-16,유가증권,일반,0,0,2,1,20241204000172.xml
온코크로스,2024-12-18,코스닥,기술특례,1,0,68,4,20241205000556.xml
온코닉테라퓨틱스,2024-12-19,코스닥,기술특례,0,0,47,6,20241205000263.xml
듀켐바이오,2024-12-20,코스닥,일반,0,0,2,0,20210719000010.xml
창대정밀,2024-12-23,코스닥,(NULL),0,0,0,0,
유비씨,2024-12-23,코스닥,(NULL),0,0,0,0,
쓰리에이로직스,2024-12-24,코스닥,기술특례,0,0,76,7,20241212000615.xml
파인메딕스,2024-12-26,코스닥,기술특례,1,0,46,0,20241213000143.xml
오션스바이오,2025-01-14,코스닥,(NULL),0,0,0,0,
미트박스,2025-01-23,코스닥,일반,0,0,9,2,20241106000005.xml
와이즈넛,2025-01-24,코스닥,기술특례,0,0,42,10,20250114000178.xml
데이원컴퍼니,2025-01-24,코스닥,이익미실현,0,0,8,24,20241230000070.xml
아스테라시스,2025-01-24,코스닥,일반,3,0,6,10,20241226000174.xml
삼양엔씨켐,2025-02-03,코스닥,일반,0,0,0,0,20250114000182.xml
피아이이,2025-02-04,코스닥,일반,0,0,11,0,20240327000038.xml
아이지넷,2025-02-04,코스닥,기술특례(성장성),0,6,28,2,20241219000047.xml
LG씨엔에스,2025-02-05,유가증권,일반,0,0,0,0,20150416000001.xml
아이에스티이,2025-02-12,코스닥,기술특례,2,0,41,1,20241205000003.xml
동방메디컬,2025-02-13,코스닥,일반,0,0,3,1,20241231000202.xml
오름테라퓨틱,2025-02-14,코스닥,기술특례,1,0,32,2,20241127000088.xml
동국생명과학,2025-02-17,코스닥,일반,0,0,8,1,20250131000485.xml
모티브링크,2025-02-20,코스닥,일반,0,0,2,2,20250210000471.xml
위너스,2025-02-24,코스닥,일반,0,0,9,1,20250213000090.xml
엘케이켐,2025-02-25,코스닥,일반,0,0,10,6,20250212000703.xml
대진첨단소재,2025-03-06,코스닥,일반,0,0,14,1,20250219001523.xml
엠디바이스,2025-03-07,코스닥,이익미실현,0,0,9,45,20250221000442.xml
서울보증보험,2025-03-14,유가증권,일반,0,0,5,1,20231011000037.xml
씨케이솔루션,2025-03-17,유가증권,일반,0,0,6,1,20241106000006.xml
한텍,2025-03-20,코스닥,일반,0,0,3,10,20250305000420.xml
티엑스알로보틱스,2025-03-20,코스닥,일반,0,0,11,2,20250310000005.xml
심플랫폼,2025-03-21,코스닥,기술특례,0,0,55,1,20250310000117.xml
더즌,2025-03-24,코스닥,일반,0,0,2,0,20250311000718.xml
에이유브랜즈,2025-04-03,코스닥,일반,0,0,5,0,20250321000215.xml
한국피아이엠,2025-04-04,코스닥,일반,0,0,6,22,20250324000410.xml
쎄크,2025-04-28,코스닥,기술특례,0,0,43,6,20250416000425.xml
나우로보틱스,2025-05-08,코스닥,기술특례,0,0,40,8,20250422000541.xml
원일티엔아이,2025-05-09,코스닥,일반,0,0,7,1,20250423000263.xml
오가노이드사이언스,2025-05-09,코스닥,기술특례,1,0,28,8,20250424000333.xml
로킷헬스케어,2025-05-12,코스닥,기술특례,1,0,62,2,20250422000104.xml
이뮨온시아,2025-05-19,코스닥,기술특례,1,0,46,2,20250430001260.xml
바이오비쥬,2025-05-20,코스닥,일반,0,0,2,1,20250502000321.xml
달바글로벌,2025-05-22,유가증권,일반,0,0,6,3,20250508000654.xml
인투셀,2025-05-23,코스닥,기술특례,1,0,44,4,20250512000691.xml
키스트론,2025-06-02,코스닥,일반,0,0,1,5,20250520000288.xml
링크솔루션,2025-06-10,코스닥,기술특례,0,0,46,6,20250526000302.xml
지씨지놈,2025-06-11,코스닥,기술특례,1,0,61,18,20250527000211.xml
지에프씨생명과학,2025-06-30,코스닥,기술특례,1,0,26,5,20250618000259.xml
뉴엔AI,2025-07-04,코스닥,기술특례,1,0,56,2,20250620000291.xml
싸이닉솔루션,2025-07-07,코스닥,일반,0,0,9,1,20250624000262.xml
아우토크립트,2025-07-15,코스닥,기술특례,1,0,31,6,20250702000147.xml
도우인시스,2025-07-23,코스닥,일반,0,0,38,1,20250711000123.xml
뉴로핏,2025-07-25,코스닥,기술특례,1,0,60,4,20250714000219.xml
엔알비,2025-07-28,코스닥,일반,0,0,18,1,20250716000294.xml
프로티나,2025-07-29,코스닥,기술특례,1,0,51,2,20250716000126.xml
대한조선,2025-08-01,유가증권,일반,0,0,2,0,20250721000037.xml
아이티켐,2025-08-07,코스닥,이익미실현,0,0,10,41,20250725000522.xml
지투지바이오,2025-08-14,코스닥,기술특례,0,0,63,6,20250804000135.xml
삼양컴텍,2025-08-18,코스닥,일반,0,0,3,1,20250801000918.xml
에스엔시스,2025-08-19,코스닥,일반,0,0,13,6,20250805000196.xml
한라캐스트,2025-08-20,코스닥,일반,0,0,2,1,20250808000386.xml
제이피아이헬스케어,2025-08-21,코스닥,일반,0,0,8,2,20250808000285.xml
그래피,2025-08-25,코스닥,기술특례,1,0,56,4,20250808000193.xml
본시스템즈,2025-09-08,코스닥,(NULL),0,0,0,0,
에스투더블유,2025-09-19,코스닥,기술특례,0,0,43,0,20250909000314.xml
명인제약,2025-10-01,유가증권,일반,0,0,0,0,20250917000213.xml
노타,2025-11-03,코스닥,기술특례,0,0,57,2,20251022000316.xml
이노테크,2025-11-07,코스닥,일반,0,0,12,3,20251024000272.xml
큐리오시스,2025-11-13,코스닥,기술특례,1,0,52,2,20251103000101.xml
세나테크놀로지,2025-11-14,코스닥,일반,0,0,1,2,20251031000255.xml
그린광학,2025-11-17,코스닥,기술특례,0,0,44,9,20251105000066.xml
더핑크퐁컴퍼니,2025-11-18,코스닥,일반,0,0,7,2,20251105000308.xml
아이엘커누스,2025-11-18,코스닥,(NULL),0,0,0,0,
씨엠티엑스,2025-11-20,코스닥,일반,0,0,19,2,20251107000443.xml
비츠로넥스텍,2025-11-21,코스닥,기술특례,0,0,50,2,20251110000238.xml
아로마티카,2025-11-27,코스닥,일반,0,0,8,6,20251117000058.xml
에임드바이오,2025-12-04,코스닥,기술특례,0,0,41,2,20251120000448.xml
테라뷰,2025-12-09,코스닥,기술특례,0,0,47,8,20251120000415.xml
페스카로,2025-12-10,코스닥,기술특례,0,0,56,3,20251128001954.xml
이지스,2025-12-11,코스닥,기술특례,0,0,61,6,20251201000407.xml
쿼드메디슨,2025-12-12,코스닥,기술특례,0,0,49,6,20251201000478.xml
티엠씨,2025-12-15,유가증권,일반,0,0,3,1,20251202000352.xml
아크릴,2025-12-16,코스닥,기술특례,0,0,55,7,20251203000196.xml
나라스페이스테크놀로지,2025-12-17,코스닥,기술특례,0,0,58,6,20251205000537.xml
알지노믹스,2025-12-18,코스닥,기술특례,0,0,17,0,20241219000027.xml
삼진식품,2025-12-22,코스닥,일반,0,0,6,0,20251210000481.xml
엔더블유시,2025-12-22,코스닥,(NULL),0,0,0,0,
리브스메드,2025-12-24,코스닥,기술특례,1,0,64,6,20251212000519.xml
세미파이브,2025-12-29,코스닥,이익미실현,10,0,21,31,20251217000148.xml
덕양에너젠,2026-01-30,코스닥,일반,0,0,17,1,20260119000299.xml
케이뱅크,2026-03-05,유가증권,일반,0,0,3,1,20241015000447.xml
에스팀,2026-03-06,코스닥,일반,0,0,9,1,20260220001638.xml
액스비스,2026-03-09,코스닥,일반,0,0,10,2,20260219002071.xml
카나프테라퓨틱스,2026-03-16,코스닥,기술특례,0,0,51,3,20260304001117.xml
아이엠바이오로직스,2026-03-20,코스닥,기술특례,1,0,64,4,20260310002460.xml
한패스,2026-03-25,코스닥,일반,0,0,9,2,20260313000893.xml
메쥬,2026-03-26,코스닥,기술특례,0,0,37,7,20260313000316.xml
리센스메디컬,2026-03-31,코스닥,기술특례,1,0,43,6,20260318000042.xml
인벤테라,2026-04-02,코스닥,기술특례,0,0,60,7,20260319000443.xml
에스테크엠,2026-04-27,코스닥,(NULL),0,0,0,0,
채비,2026-04-29,코스닥,이익미실현,0,0,21,39,20260417000497.xml
코스모로보틱스,2026-05-11,코스닥,기술특례,1,0,67,7,20260424000530.xml
폴레드,2026-05-14,코스닥,일반,0,0,10,2,20260430000415.xml
마키나락스,2026-05-20,코스닥,기술특례,0,0,83,2,20260508000924.xml
피스피스스튜디오,2026-06-08,코스닥,일반,0,0,27,4,20260522000577.xml
져스텍,2026-06-29,코스닥,기술특례,0,0,43,7,20260616000250.xml
스트라드비젼,2026-06-30,코스닥,기술특례,0,0,99,4,20260617000171.xml
매드업,2026-07-01,코스닥,이익미실현,0,0,24,24,20260622000384.xml
레몬헬스케어,2026-07-06,코스닥,기술특례,0,0,52,6,20260623000244.xml
